Name,Email,Country,Hours_Studied,Marks,Attendance_%,Assignments_Score,Final_Grade
Student_1119,student1119@example.com,USA,2.71,49.64,87.19,50.26,C
Student_1120,student1120@example.com,Brazil,4.07,63.98,57.65,82.45,A
Student_1121,student1121@example.com,USA,8.06,51.05,84.2,75.35,A
Student_1122,student1122@example.com,USA,3.1,92.49,63.71,70.68,C
Student_1123,student1123@example.com,Brazil,4.05,94.81,55.77,47.42,B
Student_1124,student1124@example.com,UK,1.03,63.15,60.06,74.26,D
Student_1125,student1125@example.com,Canada,9.2,31.77,61.37,47.58,B
Student_1126,student1126@example.com,USA,4.95,96.25,90.52,47.91,C
Student_1127,student1127@example.com,Australia,3.71,84.06,98.06,93.65,D
Student_1128,student1128@example.com,UK,4.18,54.48,80.76,55.03,A
Student_1129,student1129@example.com,UK,4.4,95.83,72.21,40.71,D
Student_1130,student1130@example.com,Australia,1.1,98.56,82.81,50.91,D
Student_1131,student1131@example.com,UK,2.47,45.65,82.62,87.4,B
Student_1132,student1132@example.com,Brazil,2.06,54.12,54.25,84.65,A
Student_1133,student1133@example.com,India,6.64,40.67,56.39,76.9,C
Student_1134,student1134@example.com,UK,9.17,71.98,79.19,80.17,C
Student_1135,student1135@example.com,Australia,8.21,89.19,58.98,45.63,A
Student_1136,student1136@example.com,Australia,9.3,47.11,86.08,93.21,A
Student_1137,student1137@example.com,Brazil,2.73,80.89,95.03,79.18,C
Student_1138,student1138@example.com,Canada,3.92,63.25,86.09,55.67,C
Student_1139,student1139@example.com,Australia,9.76,58.52,78.13,70.25,D
Student_1140,student1140@example.com,Australia,1.52,76.32,68.21,97.73,D
Student_1141,student1141@example.com,India,7.25,90.82,67.09,80.95,D
Student_1142,student1142@example.com,Australia,7.94,70.63,53.1,76.32,C
Student_1143,student1143@example.com,Germany,3.02,68.56,82.76,70.11,B
Student_1144,student1144@example.com,Germany,4.92,58.72,80.26,96.87,A
Student_1145,student1145@example.com,USA,6.93,73.03,86.18,92.21,B
Student_1146,student1146@example.com,Brazil,1.17,32.72,61.42,88.89,C
Student_1147,student1147@example.com,Japan,6.9,46.35,62.53,60.57,B
Student_1148,student1148@example.com,Australia,5.86,98.73,63.3,98.27,D
Student_1149,student1149@example.com,Germany,9.16,72.5,79.74,62.87,C
Student_1150,student1150@example.com,Germany,9.57,45.26,53.05,82.86,D
Student_1151,student1151@example.com,Brazil,8.81,56.49,83.08,59.35,C
Student_1152,student1152@example.com,Brazil,4.68,44.21,68.2,73.78,C
Student_1153,student1153@example.com,UK,5.32,84.91,52.27,40.45,B
Student_1154,student1154@example.com,USA,1.08,40.7,56.82,72.49,B
Student_1155,student1155@example.com,Australia,8.22,41.24,79.46,68.14,A
Student_1156,student1156@example.com,Brazil,9.92,58.27,95.26,67.24,B
Student_1157,student1157@example.com,Japan,3.22,50.56,57.35,67.46,C
Student_1158,student1158@example.com,UK,8.09,53.42,79.86,74.54,C
Student_1159,student1159@example.com,Australia,2.87,99.02,98.55,55.95,D
Student_1160,student1160@example.com,Australia,4.37,48.49,69.82,50.73,C
Student_1161,student1161@example.com,Brazil,9.83,73.48,75.68,42.23,A
Student_1162,student1162@example.com,Canada,6.78,94.83,88.33,53.55,A
Student_1163,student1163@example.com,Brazil,3.31,70.73,76.26,74.77,C
Student_1164,student1164@example.com,Germany,6.07,89.67,99.57,70.33,B
Student_1165,student1165@example.com,Germany,4.65,60.25,68.89,47.21,A
Student_1166,student1166@example.com,Brazil,7.27,51.27,88.47,84.69,B
Student_1167,student1167@example.com,Japan,1.32,80.73,65.24,86.77,A
Student_1168,student1168@example.com,UK,8.82,55.03,79.32,96.58,A
Student_1169,student1169@example.com,UK,5.39,31.26,94.43,81.22,D
Student_1170,student1170@example.com,Australia,9.06,77.57,57.78,95.92,C
Student_1171,student1171@example.com,UK,9.27,62.8,96.38,41.29,C
Student_1172,student1172@example.com,USA,4.02,93.43,80.54,62.1,B
Student_1173,student1173@example.com,Germany,9.92,55.73,86.4,49.21,C
Student_1174,student1174@example.com,India,9.9,72.93,55.09,98.58,B
Student_1175,student1175@example.com,India,4.56,66.16,89.95,62.75,C
Student_1176,student1176@example.com,Japan,3.51,44.23,55.03,42.04,B
Student_1177,student1177@example.com,Japan,6.7,78.41,50.01,42.75,A
Student_1178,student1178@example.com,Germany,3.46,88.71,94.48,58.51,A
Student_1179,student1179@example.com,India,8.74,31.27,60.34,63.24,D
Student_1180,student1180@example.com,Germany,9.66,78.29,84.83,57.36,B
Student_1181,student1181@example.com,UK,3.38,83.79,59.17,60.44,D
Student_1182,student1182@example.com,Japan,5.31,97.58,96.18,92.37,A
Student_1183,student1183@example.com,Canada,3.88,57.9,50.21,74.21,C
Student_1184,student1184@example.com,India,4.18,48.67,84.68,80.82,A
Student_1185,student1185@example.com,Japan,1.53,65.93,83.08,98.69,A
Student_1186,student1186@example.com,UK,1.81,38.86,62.03,87.17,B
Student_1187,student1187@example.com,USA,7.84,40.74,97.63,85.9,A
Student_1188,student1188@example.com,Germany,2.25,79.94,51.71,42.27,C
Student_1189,student1189@example.com,Germany,2.45,33.58,87.34,54.62,B
Student_1190,student1190@example.com,India,5.14,30.51,82.03,55.99,A
Student_1191,student1191@example.com,UK,2.81,31.61,72.31,75.1,D
Student_1192,student1192@example.com,Brazil,1.52,85.27,81.39,71.85,B
Student_1193,student1193@example.com,Japan,6.37,71.5,74.4,74.58,A
Student_1194,student1194@example.com,Japan,2.12,90.81,93.81,80.01,D
Student_1195,student1195@example.com,Australia,4.96,61.97,51.7,69.65,A
Student_1196,student1196@example.com,India,5.14,67.78,71.71,55.38,C
Student_1197,student1197@example.com,UK,8.08,93.9,76.1,52.27,C
Student_1198,student1198@example.com,India,5.88,38.42,76.3,96.12,D
Student_1199,student1199@example.com,UK,9.82,73.78,71.94,63.97,C
Student_1200,student1200@example.com,USA,2.24,59.65,60.79,45.81,B
Student_1201,student1201@example.com,Germany,2.22,50.98,76.46,65.38,B
Student_1202,student1202@example.com,India,9.0,39.9,60.24,81.44,C
Student_1203,student1203@example.com,Canada,9.34,73.28,92.23,52.84,A
Student_1204,student1204@example.com,Japan,2.09,90.18,85.07,82.52,B
Student_1205,student1205@example.com,India,8.06,97.17,53.48,41.35,C
Student_1206,student1206@example.com,Germany,8.24,33.51,89.55,94.89,A
Student_1207,student1207@example.com,Australia,7.56,41.08,94.73,65.75,A
Student_1208,student1208@example.com,India,5.32,41.05,91.06,76.85,A
Student_1209,student1209@example.com,USA,1.4,82.75,64.49,75.38,B
Student_1210,student1210@example.com,Germany,1.33,55.08,91.31,72.06,C
Student_1211,student1211@example.com,Germany,4.65,78.98,73.0,91.93,D
Student_1212,student1212@example.com,USA,9.11,32.64,93.81,66.39,C
Student_1213,student1213@example.com,Australia,2.14,75.78,64.4,83.18,C
Student_1214,student1214@example.com,Australia,9.5,99.4,63.14,47.14,D
Student_1215,student1215@example.com,Japan,4.55,79.43,62.22,58.79,D
Student_1216,student1216@example.com,Brazil,2.3,31.79,72.0,63.1,D
Student_1217,student1217@example.com,Germany,1.21,36.92,96.9,47.39,D
Student_1218,student1218@example.com,Australia,1.82,35.85,54.17,50.85,D
Student_1219,student1219@example.com,India,6.93,33.64,68.91,90.46,B
Student_1220,student1220@example.com,Germany,3.66,35.73,53.13,50.1,B
Student_1221,student1221@example.com,India,2.88,64.46,78.65,88.0,B
Student_1222,student1222@example.com,Australia,7.8,70.76,76.57,43.25,A
Student_1223,student1223@example.com,Germany,1.45,54.71,56.5,52.87,C
Student_1224,student1224@example.com,Canada,6.29,76.24,84.45,98.06,B
Student_1225,student1225@example.com,UK,3.15,31.33,85.54,86.91,D
Student_1226,student1226@example.com,Japan,2.2,33.88,72.34,87.23,D
Student_1227,student1227@example.com,USA,8.31,84.18,85.72,57.94,B
Student_1228,student1228@example.com,Japan,8.17,79.32,81.01,57.09,B
Student_1229,student1229@example.com,India,9.99,52.88,65.01,87.6,C
Student_1230,student1230@example.com,UK,2.89,31.72,99.91,75.11,A
Student_1231,student1231@example.com,Japan,3.99,76.44,95.1,91.99,D
Student_1232,student1232@example.com,UK,9.47,70.73,85.26,88.79,C
Student_1233,student1233@example.com,USA,5.66,58.72,97.14,86.83,A
Student_1234,student1234@example.com,USA,3.5,68.65,71.54,66.33,B
Student_1235,student1235@example.com,UK,6.89,96.16,55.9,92.17,D
Student_1236,student1236@example.com,Australia,5.38,67.06,66.4,58.38,A
Student_1237,student1237@example.com,USA,9.18,90.52,77.82,49.48,B
Student_1238,student1238@example.com,Germany,9.13,42.56,85.91,45.99,B
Student_1239,student1239@example.com,Germany,6.27,96.79,99.98,81.05,A
Student_1240,student1240@example.com,Germany,6.34,88.87,99.42,64.78,A
Student_1241,student1241@example.com,Canada,5.0,88.46,88.34,93.79,B
Student_1242,student1242@example.com,UK,9.36,66.34,94.9,45.08,C
Student_1243,student1243@example.com,USA,1.95,85.88,52.83,85.61,A
Student_1244,student1244@example.com,UK,2.24,42.34,89.52,96.65,B
Student_1245,student1245@example.com,Brazil,7.44,85.32,70.89,85.84,A
Student_1246,student1246@example.com,India,2.05,36.89,61.09,42.83,B
Student_1247,student1247@example.com,Japan,6.34,46.65,56.49,74.42,A
Student_1248,student1248@example.com,India,2.9,93.42,55.55,82.61,A
Student_1249,student1249@example.com,India,3.46,33.07,61.65,59.22,A
Student_1250,student1250@example.com,Germany,2.87,49.22,99.09,83.48,A
Student_1251,student1251@example.com,Australia,5.59,37.15,92.72,78.94,C
Student_1252,student1252@example.com,UK,1.79,87.52,80.53,91.07,B
Student_1253,student1253@example.com,Germany,4.26,42.72,87.79,55.36,B
Student_1254,student1254@example.com,Canada,5.23,89.06,75.19,56.2,C
Student_1255,student1255@example.com,Brazil,2.65,67.36,96.17,79.79,D
Student_1256,student1256@example.com,USA,8.79,83.03,68.1,89.45,D
Student_1257,student1257@example.com,UK,9.06,31.88,62.47,44.87,B
Student_1258,student1258@example.com,UK,3.09,42.95,57.81,66.93,C
Student_1259,student1259@example.com,Brazil,5.92,90.45,62.38,85.01,B
Student_1260,student1260@example.com,Germany,2.65,45.65,54.78,43.06,D
Student_1261,student1261@example.com,Canada,7.85,67.47,76.43,53.86,A
Student_1262,student1262@example.com,Australia,7.31,62.26,84.99,66.59,A
Student_1263,student1263@example.com,Japan,3.35,35.8,67.53,94.16,C
Student_1264,student1264@example.com,Brazil,3.46,38.01,97.61,50.58,B
Student_1265,student1265@example.com,Australia,6.79,92.59,51.1,96.7,C
Student_1266,student1266@example.com,Brazil,9.87,49.83,54.8,81.09,A
Student_1267,student1267@example.com,Australia,5.93,93.63,77.05,57.27,D
Student_1268,student1268@example.com,Australia,8.69,94.89,85.89,92.45,A
Student_1269,student1269@example.com,Australia,4.81,58.8,89.5,65.61,B
Student_1270,student1270@example.com,Germany,2.57,98.27,77.28,56.17,A
Student_1271,student1271@example.com,Japan,8.22,82.19,64.23,58.39,D
Student_1272,student1272@example.com,UK,9.66,36.63,96.21,96.98,D
Student_1273,student1273@example.com,India,4.18,53.42,98.28,90.15,D
Student_1274,student1274@example.com,Japan,9.74,90.19,75.48,65.92,C
Student_1275,student1275@example.com,Canada,7.17,55.56,71.37,70.46,D
Student_1276,student1276@example.com,India,9.54,71.93,79.52,85.03,B
Student_1277,student1277@example.com,Japan,5.18,41.24,68.07,62.81,B
Student_1278,student1278@example.com,Australia,8.03,72.35,58.17,88.16,D
Student_1279,student1279@example.com,India,7.27,31.17,66.64,55.8,D
Student_1280,student1280@example.com,Canada,4.87,63.64,94.15,59.71,C
Student_1281,student1281@example.com,Canada,5.97,69.67,83.8,91.91,C
Student_1282,student1282@example.com,Japan,5.34,89.3,80.78,97.04,C
Student_1283,student1283@example.com,UK,1.32,34.85,94.89,86.96,D
Student_1284,student1284@example.com,UK,9.45,71.69,74.95,75.31,A
Student_1285,student1285@example.com,Germany,1.53,41.69,61.45,85.19,D
Student_1286,student1286@example.com,Japan,4.75,34.22,70.34,55.07,D
Student_1287,student1287@example.com,Brazil,9.27,89.7,94.98,71.84,A
Student_1288,student1288@example.com,Australia,8.64,86.11,89.12,75.94,D
Student_1289,student1289@example.com,India,5.13,48.24,70.68,78.69,B
Student_1290,student1290@example.com,Brazil,3.85,47.35,74.57,61.89,D
Student_1291,student1291@example.com,Japan,8.9,41.13,61.2,98.92,B
Student_1292,student1292@example.com,Japan,3.93,95.72,95.68,54.01,B
Student_1293,student1293@example.com,Japan,7.65,86.43,83.87,42.0,D
Student_1294,student1294@example.com,Japan,5.76,31.07,89.9,44.81,A
Student_1295,student1295@example.com,Canada,7.29,76.5,76.4,81.65,B
Student_1296,student1296@example.com,Australia,6.25,96.17,75.17,48.32,D
Student_1297,student1297@example.com,Canada,5.12,93.01,99.37,72.99,B
Student_1298,student1298@example.com,UK,2.54,89.47,98.37,88.29,B
Student_1299,student1299@example.com,Japan,7.02,88.3,52.71,97.14,C
Student_1300,student1300@example.com,Japan,8.68,98.64,61.99,70.93,D
Student_1301,student1301@example.com,USA,5.95,31.43,86.83,79.54,A
Student_1302,student1302@example.com,USA,6.72,57.38,74.16,81.54,B
Student_1303,student1303@example.com,Canada,7.13,91.72,68.35,83.17,B
Student_1304,student1304@example.com,Canada,7.38,90.49,55.31,97.04,B
Student_1305,student1305@example.com,UK,7.52,30.81,66.77,96.69,A
Student_1306,student1306@example.com,UK,3.39,48.85,80.71,56.18,B
Student_1307,student1307@example.com,Canada,7.93,93.79,89.22,99.94,D
Student_1308,student1308@example.com,UK,2.93,94.06,69.29,85.26,D
Student_1309,student1309@example.com,Canada,4.27,41.58,59.05,51.94,B
Student_1310,student1310@example.com,Germany,6.14,40.04,97.59,44.85,A
Student_1311,student1311@example.com,USA,7.7,58.92,65.73,56.13,C
Student_1312,student1312@example.com,UK,5.56,67.4,93.93,81.88,D
Student_1313,student1313@example.com,Japan,4.62,82.37,69.58,73.93,A
Student_1314,student1314@example.com,Germany,5.11,44.93,94.04,87.58,B
Student_1315,student1315@example.com,India,5.21,62.76,84.62,95.84,D
Student_1316,student1316@example.com,UK,6.72,73.16,51.12,76.58,B
Student_1317,student1317@example.com,USA,8.36,94.0,63.49,91.28,D
Student_1318,student1318@example.com,Germany,6.46,96.02,74.57,43.95,B
Student_1319,student1319@example.com,Australia,8.1,99.17,60.18,80.99,B
Student_1320,student1320@example.com,India,4.66,49.26,51.07,58.93,B
Student_1321,student1321@example.com,Germany,5.39,72.32,66.0,55.19,B
Student_1322,student1322@example.com,UK,5.03,52.98,93.01,84.7,B
Student_1323,student1323@example.com,Germany,7.41,45.01,53.37,76.87,A
Student_1324,student1324@example.com,Japan,9.07,69.78,58.18,66.34,B
Student_1325,student1325@example.com,UK,3.23,75.81,52.56,55.01,D
Student_1326,student1326@example.com,Germany,5.58,41.23,57.26,47.1,A
Student_1327,student1327@example.com,India,7.97,37.13,50.69,49.17,D
Student_1328,student1328@example.com,Canada,3.3,87.57,56.11,80.19,D
Student_1329,student1329@example.com,Germany,8.32,48.09,76.69,41.68,C
Student_1330,student1330@example.com,Japan,6.19,51.05,69.03,71.24,B
Student_1331,student1331@example.com,UK,6.87,79.45,68.7,62.13,A
Student_1332,student1332@example.com,Canada,2.22,33.0,65.4,88.9,A
Student_1333,student1333@example.com,USA,7.58,79.13,85.29,49.41,C
Student_1334,student1334@example.com,UK,4.51,50.19,87.14,48.16,B
Student_1335,student1335@example.com,India,2.35,73.48,96.65,92.56,C
Student_1336,student1336@example.com,Australia,7.73,80.49,60.16,96.72,B
Student_1337,student1337@example.com,Japan,7.25,34.96,61.94,85.02,B
Student_1338,student1338@example.com,Canada,2.92,55.03,81.7,58.01,C
Student_1339,student1339@example.com,UK,4.39,63.81,91.48,73.39,A
Student_1340,student1340@example.com,UK,2.79,37.86,93.35,50.73,D
Student_1341,student1341@example.com,UK,8.02,70.67,54.58,45.59,D
Student_1342,student1342@example.com,Brazil,7.24,76.88,93.04,63.17,B
Student_1343,student1343@example.com,Canada,6.11,87.37,89.41,85.0,A
Student_1344,student1344@example.com,USA,7.85,98.8,68.22,50.72,D
Student_1345,student1345@example.com,Japan,8.39,74.0,91.5,99.04,B
Student_1346,student1346@example.com,UK,9.69,43.76,95.11,51.96,B
Student_1347,student1347@example.com,UK,5.27,32.01,62.97,85.59,B
Student_1348,student1348@example.com,USA,8.27,98.36,53.05,94.07,D
Student_1349,student1349@example.com,Canada,1.79,88.83,91.2,89.52,C
Student_1350,student1350@example.com,India,9.21,67.81,80.74,78.17,A
Student_1351,student1351@example.com,Germany,4.57,80.62,88.5,40.68,B
Student_1352,student1352@example.com,Canada,1.41,97.43,62.68,84.65,D
Student_1353,student1353@example.com,Brazil,5.68,93.35,79.7,82.17,D
Student_1354,student1354@example.com,Australia,3.8,34.54,59.99,78.12,B
Student_1355,student1355@example.com,Japan,1.07,80.74,90.83,72.56,D
Student_1356,student1356@example.com,UK,5.45,58.95,70.67,62.27,D
Student_1357,student1357@example.com,Japan,8.58,54.14,87.88,67.13,D
Student_1358,student1358@example.com,Brazil,2.98,52.34,79.25,81.4,A
Student_1359,student1359@example.com,Brazil,6.87,95.74,71.93,96.98,C
Student_1360,student1360@example.com,USA,1.2,44.45,97.44,43.03,D
Student_1361,student1361@example.com,UK,4.97,58.62,86.32,85.64,C
Student_1362,student1362@example.com,India,8.36,85.06,90.45,63.54,D
Student_1363,student1363@example.com,UK,5.33,92.09,52.31,44.86,A
Student_1364,student1364@example.com,Canada,9.0,50.14,60.75,70.48,D
Student_1365,student1365@example.com,Australia,5.79,91.39,53.17,69.15,A
Student_1366,student1366@example.com,Germany,8.41,73.84,72.04,73.95,D
Student_1367,student1367@example.com,Australia,6.35,92.27,52.87,44.51,A
Student_1368,student1368@example.com,Japan,4.2,68.9,89.0,53.55,C
Student_1369,student1369@example.com,India,7.78,37.59,64.07,79.84,D
Student_1370,student1370@example.com,India,4.19,76.89,69.28,57.81,D
Student_1371,student1371@example.com,India,5.26,71.29,87.54,96.53,C
Student_1372,student1372@example.com,India,1.54,72.7,95.93,50.25,A
Student_1373,student1373@example.com,UK,9.07,73.81,69.04,46.87,B
Student_1374,student1374@example.com,Australia,1.4,37.11,96.05,94.85,D
Student_1375,student1375@example.com,UK,2.67,59.04,94.31,81.01,C
Student_1376,student1376@example.com,Canada,7.62,69.34,56.42,59.44,C
Student_1377,student1377@example.com,Canada,4.6,67.85,96.8,74.27,B
Student_1378,student1378@example.com,Japan,2.97,41.65,74.63,85.35,C
Student_1379,student1379@example.com,Australia,9.13,83.69,66.06,46.7,D
Student_1380,student1380@example.com,Brazil,3.55,34.04,58.57,81.5,A
Student_1381,student1381@example.com,UK,7.94,90.25,91.03,71.52,B
Student_1382,student1382@example.com,Germany,4.54,40.88,63.08,62.57,A
